"filename", "language", "YAML", "JSON with Comments", "JavaScript", "Vue", "SCSS", "TypeScript", "Markdown", "SVG", "JSON", "XML", "Handlebars", "comment", "blank", "total"
"e:\VSCODE\WORK\bitcoinetf.org\.eslintrc.js", "JavaScript", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 38
"e:\VSCODE\WORK\bitcoinetf.org\.gitlab-ci.yml", "YAML", 193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29, 223
"e:\VSCODE\WORK\bitcoinetf.org\.helm\templates\1-secret.yaml", "YAML", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
"e:\VSCODE\WORK\bitcoinetf.org\.helm\templates\38-app.yaml", "YAML", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 65
"e:\VSCODE\WORK\bitcoinetf.org\.helm\templates\40-hpa.yaml", "YAML", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24
"e:\VSCODE\WORK\bitcoinetf.org\.helm\templates\80-ingress.yaml", "YAML", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35
"e:\VSCODE\WORK\bitcoinetf.org\.helm\values.yaml", "YAML", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"e:\VSCODE\WORK\bitcoinetf.org\.prettierrc", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 13
"e:\VSCODE\WORK\bitcoinetf.org\.stylelintrc.js", "JavaScript", 0, 0, 657, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 658
"e:\VSCODE\WORK\bitcoinetf.org\FUND.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\VSCODE\WORK\bitcoinetf.org\README.md", "Markdown", 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 58, 174
"e:\VSCODE\WORK\bitcoinetf.org\app.vue", "Vue", 0, 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 33, 188
"e:\VSCODE\WORK\bitcoinetf.org\assets\countrylist.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 137, 0, 0, 0, 1, 138
"e:\VSCODE\WORK\bitcoinetf.org\assets\fonts\icons\dist\icons.scss", "SCSS", 0, 0, 0, 0, 2830, 0, 0, 0, 0, 0, 0, 4, 302, 3136
"e:\VSCODE\WORK\bitcoinetf.org\assets\fonts\icons\dist\icons.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 453, 0, 0, 0, 0, 1, 454
"e:\VSCODE\WORK\bitcoinetf.org\assets\fonts\icons\sass-template.hbs", "Handlebars", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 10, 72
"e:\VSCODE\WORK\bitcoinetf.org\composables\useMediaDevice.ts", "TypeScript", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 8, 32
"e:\VSCODE\WORK\bitcoinetf.org\composables\useNotification.ts", "TypeScript", 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 8, 49
"e:\VSCODE\WORK\bitcoinetf.org\error.vue", "Vue", 0, 0, 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 38, 198
"e:\VSCODE\WORK\bitcoinetf.org\modules\fontagon.mjs", "JavaScript", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 89
"e:\VSCODE\WORK\bitcoinetf.org\modules\iconica.mjs", "JavaScript", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 64
"e:\VSCODE\WORK\bitcoinetf.org\nuxt.config.ts", "TypeScript", 0, 0, 0, 0, 0, 239, 0, 0, 0, 0, 0, 24, 7, 270
"e:\VSCODE\WORK\bitcoinetf.org\package.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 1, 85
"e:\VSCODE\WORK\bitcoinetf.org\pnpm-lock.yaml", "YAML", 11788, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1699, 13487
"e:\VSCODE\WORK\bitcoinetf.org\postcss.config.js", "JavaScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 8
"e:\VSCODE\WORK\bitcoinetf.org\public\.well-known\nostr.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 6
"e:\VSCODE\WORK\bitcoinetf.org\public\img\chart\baa.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"e:\VSCODE\WORK\bitcoinetf.org\public\img\chart\bft.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"e:\VSCODE\WORK\bitcoinetf.org\public\img\chart\boa.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 1, 19
"e:\VSCODE\WORK\bitcoinetf.org\public\img\chart\bot.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 1, 19
"e:\VSCODE\WORK\bitcoinetf.org\public\img\chart\brf.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"e:\VSCODE\WORK\bitcoinetf.org\public\img\chart\bst.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"e:\VSCODE\WORK\bitcoinetf.org\public\img\chart\fba.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"e:\VSCODE\WORK\bitcoinetf.org\public\img\chart\sba.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"e:\VSCODE\WORK\bitcoinetf.org\public\img\chart\usdt.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 1, 12
"e:\VSCODE\WORK\bitcoinetf.org\public\img\chart\vault.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"e:\VSCODE\WORK\bitcoinetf.org\public\img\dealtype\1.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 1, 16
"e:\VSCODE\WORK\bitcoinetf.org\public\img\dealtype\2.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"e:\VSCODE\WORK\bitcoinetf.org\public\img\dealtype\3.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"e:\VSCODE\WORK\bitcoinetf.org\public\img\dealtype\4.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"e:\VSCODE\WORK\bitcoinetf.org\public\img\dealtype\5.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 9
"e:\VSCODE\WORK\bitcoinetf.org\public\img\dealtype\6.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 1, 12
"e:\VSCODE\WORK\bitcoinetf.org\public\img\description\business-insider.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"e:\VSCODE\WORK\bitcoinetf.org\public\img\description\coindesk.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 1, 23
"e:\VSCODE\WORK\bitcoinetf.org\public\img\description\forbes.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"e:\VSCODE\WORK\bitcoinetf.org\public\img\description\techcrunch.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"e:\VSCODE\WORK\bitcoinetf.org\public\img\emails\chevron-right.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\favicons\browserconfig.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 10
"e:\VSCODE\WORK\bitcoinetf.org\public\img\favicons\safari-pinned-tab.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 1, 40
"e:\VSCODE\WORK\bitcoinetf.org\public\img\favicons\site.webmanifest", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 1, 20
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\alpha.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\asset-baa.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\asset-boa.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 1, 19
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\asset-brf.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\asset-fba.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\asset-sba.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\asset-usd.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 1, 12
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\asset-vault.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\bitcoin-font.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\bitcoin-full.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 1, 26
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\bitcoin.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 1, 12
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\btc-dark-logo.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 1, 26
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\btc-lightning.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\camera.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\comment.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\copy.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\facebook-circle.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\facebook.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\fk.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 10
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\flags\au.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 15
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\flags\ru.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 15
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\folder.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\google-pay.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 10
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\google.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\landingshield.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\landingtimer.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\langindrocket.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\logo-white.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 1, 26
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\mail-shiny.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\mail.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\mastercard.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\metamask.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 15
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\mir.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\piastrix.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 1, 40
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\raiffeisen.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\sber.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\sbp.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\star-half.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 1, 24
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\star.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 1, 18
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\telegram.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\telegram2.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\tinkoff.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\tron.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 1, 20
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\twitter.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\usdant.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\usdt-trc20.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 1, 20
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\usdt.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\usdttron.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\visa.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\visawhite.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\vk.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\vtb.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\walletConnect.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\whatsApp.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 1, 25
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\colorful\yoomoney.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\check-mark.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\close.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\cross.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\edit.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\favorite-filled.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\favorite.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\filter.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\maximize.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\menu.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\minimize.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\more.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 1, 18
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\play-filled.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\play-outline.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\play.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\player-pause.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\plus.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\program.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\resizer.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\settings.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\share-arrow.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\share.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\skip-left.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\skip-right.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\sort.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\trash.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\volume-off.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 1, 18
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\volume-on.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 1, 18
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\action\watch-next.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\analytics.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\apple-pay.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\apple.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 1, 12
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\bit.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\bitcoin-b.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\blog.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\btc-uni.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 2, 7
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\chevron-bottom.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\chevron-left.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\chevron-light-bottom.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\chevron-right.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\chevron-top.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\copy.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"e:\VSCODE\WORK\bitcoinetf.org\public\img\icons\mono\credit-card.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
